0,0
4.6e-11,1
5.067e-09,0
1.0046e-08,1
1.5067e-08,0
2.0046e-08,1
2.5067e-08,0
3.0046e-08,1
3.5067e-08,0
4.0046e-08,1
4.5067e-08,0
5.0046e-08,1
5.5067e-08,0
6.0046e-08,1
6.5067e-08,0
7.0046e-08,1
7.5067e-08,0
8.0046e-08,1
8.5067e-08,0
9.0046e-08,1
9.5067e-08,0
1.0005e-07,1
1.0507e-07,0
1.1005e-07,1
1.1507e-07,0
1.2005e-07,1
1.2507e-07,0
1.3005e-07,1
1.3507e-07,0
1.4005e-07,1
1.4507e-07,0
1.5005e-07,1
1.5507e-07,0
1.6005e-07,1
1.6507e-07,0
1.7005e-07,1
1.7507e-07,0
1.8005e-07,1
1.8507e-07,0
1.9005e-07,1
1.9507e-07,0
2.0005e-07,1
2.0507e-07,0
2.1005e-07,1
2.1507e-07,0
2.2005e-07,1
2.2507e-07,0
2.3005e-07,1
2.3507e-07,0
2.4005e-07,1
2.4507e-07,0
2.5005e-07,1
2.5507e-07,0
2.6005e-07,1
2.6507e-07,0
2.7005e-07,1
2.7507e-07,0
2.8005e-07,1
2.8507e-07,0
2.9005e-07,1
2.9507e-07,0
3.0005e-07,1
3.0507e-07,0
3.1005e-07,1
3.1507e-07,0
3.2005e-07,1
3.2507e-07,0
3.3005e-07,1
3.3507e-07,0
3.4005e-07,1
3.4507e-07,0
3.5005e-07,1
3.5507e-07,0
3.6005e-07,1
3.6507e-07,0
3.7005e-07,1
3.7507e-07,0
3.8005e-07,1
3.8507e-07,0
3.9005e-07,1
3.9507e-07,0
4.0005e-07,1
4.0507e-07,0
4.1005e-07,1
4.1507e-07,0
4.2005e-07,1
4.2507e-07,0
4.3005e-07,1
4.3507e-07,0
4.4005e-07,1
4.4507e-07,0
4.5005e-07,1
4.5507e-07,0
4.6005e-07,1
4.6507e-07,0
4.7005e-07,1
4.7507e-07,0
4.8005e-07,1
4.8507e-07,0
4.9005e-07,1
4.9507e-07,0
5.0005e-07,1
5.0507e-07,0
5.1005e-07,1
5.1507e-07,0
5.2005e-07,1
5.2507e-07,0
5.3005e-07,1
5.3507e-07,0
5.4005e-07,1
5.4507e-07,0
5.5005e-07,1
5.5507e-07,0
5.6005e-07,1
5.6507e-07,0
5.7005e-07,1
5.7507e-07,0
5.8005e-07,1
5.8507e-07,0
5.9005e-07,1
5.9507e-07,0
6.0005e-07,1
6.0507e-07,0
6.1005e-07,1
6.1507e-07,0
6.2005e-07,1
6.2507e-07,0
6.3005e-07,1
6.3507e-07,0
6.4005e-07,1
6.4507e-07,0
6.5005e-07,1
6.5507e-07,0
6.6005e-07,1
6.6507e-07,0
6.7005e-07,1
6.7507e-07,0
6.8005e-07,1
6.8507e-07,0
6.9005e-07,1
6.9507e-07,0
7.0005e-07,1
7.0507e-07,0
7.1005e-07,1
7.1507e-07,0
7.2005e-07,1
7.2507e-07,0
7.3005e-07,1
7.3507e-07,0
7.4005e-07,1
7.4507e-07,0
7.5005e-07,1
7.5507e-07,0
7.6005e-07,1
7.6507e-07,0
7.7005e-07,1
7.7507e-07,0
7.8005e-07,1
7.8507e-07,0
7.9005e-07,1
7.9507e-07,0
8.0005e-07,1
8.0507e-07,0
8.1005e-07,1
8.1507e-07,0
8.2005e-07,1
8.2507e-07,0
8.3005e-07,1
8.3507e-07,0
8.4005e-07,1
8.4507e-07,0
8.5005e-07,1
8.5507e-07,0
8.6005e-07,1
8.6507e-07,0
8.7005e-07,1
8.7507e-07,0
8.8005e-07,1
8.8507e-07,0
8.9005e-07,1
8.9507e-07,0
9.0005e-07,1
9.0507e-07,0
9.1005e-07,1
9.1507e-07,0
9.2005e-07,1
9.2507e-07,0
9.3005e-07,1
9.3507e-07,0
9.4005e-07,1
9.4507e-07,0
9.5005e-07,1
9.5507e-07,0
9.6005e-07,1
9.6507e-07,0
9.7005e-07,1
9.7507e-07,0
9.8005e-07,1
9.8507e-07,0
9.9005e-07,1
9.9507e-07,0
1e-06,0
